Symbol,Price,Type,Description,Quantity,Commission,Amount,Date
AMZN260116C00220000,24.88,Trade,"AMZN Jan 16, 2026 $220.00 Call",2,0,-4976.22,"Aug 15, 2025"
BABA250829P00124000,5.4,Trade,"BABA Aug 29, 2025 $124.00 Put",1,0,-540.11,"Aug 15, 2025"
UNH260116C00320000,23.35,Trade,"UNH Jan 16, 2026 $320.00 Call",2,0,-4670.23,"Aug 15, 2025"
UNH260116C00320000,22.77,Trade,"UNH Jan 16, 2026 $320.00 Call",2,0,-4554.22,"Aug 15, 2025"
BABA260116C00110000,20.05,Trade,"BABA Jan 16, 2026 $110.00 Call",2,0,-4010.23,"Aug 15, 2025"
TGT251017C00095000,12.15,Trade,"TGT Oct 17, 2025 $95.00 Call",2,0,-2430.22,"Aug 15, 2025"
SLV250919P00034500,0.95,Trade,"SLV Sep 19, 2025 $34.50 Put",8,0,-760.87,"Aug 15, 2025"
TSLA250919P00320000,12.05,Trade,"TSLA Sep 19, 2025 $320.00 Put",2,0,-2410.23,"Aug 15, 2025"
RIVN251017C00011000,1.88,Trade,"RIVN Oct 17, 2025 $11.00 Call",48,0,-9029.23,"Aug 15, 2025"
AMZN250919P00235000,8.28,Trade,"AMZN Sep 19, 2025 $235.00 Put",1,0,-828.11,"Aug 15, 2025"
NTNX250919P00075000,8.1,Trade,"NTNX Sep 19, 2025 $75.00 Put",1,0,-810.11,"Aug 15, 2025"
TGT251017C00095000,12.15,Trade,"TGT Oct 17, 2025 $95.00 Call",2,0,-2430.23,"Aug 15, 2025"
NTNX251017C00065000,8.2,Trade,"NTNX Oct 17, 2025 $65.00 Call",4,0,-3280.44,"Aug 15, 2025"
BABA250829P00124000,5.4,Trade,"BABA Aug 29, 2025 $124.00 Put",1,0,-540.11,"Aug 15, 2025"
FSLR251017C00175000,33.5,Trade,"FSLR Oct 17, 2025 $175.00 Call",-2,0,6699.76,"Aug 15, 2025"
SLV250919C00034000,1.24,Trade,"SLV Sep 19, 2025 $34.00 Call",20,0,-2482.19,"Aug 15, 2025"
TSLA260116C00320000,51.95,Trade,"TSLA Jan 16, 2026 $320.00 Call",2,0,-10390.23,"Aug 15, 2025"
AMZN260116C00220000,24.87,Trade,"AMZN Jan 16, 2026 $220.00 Call",2,0,-4974.23,"Aug 15, 2025"
TGT250829P00103000,5.05,Trade,"TGT Aug 29, 2025 $103.00 Put",2,0,-1010.22,"Aug 15, 2025"
FSLR251017C00175000,33.5,Trade,"FSLR Oct 17, 2025 $175.00 Call",-2,0,6699.76,"Aug 15, 2025"
FSLR251017C00175000,34.98,Trade,"FSLR Oct 17, 2025 $175.00 Call",-1,0,3497.88,"Aug 15, 2025"
NTNX251017C00065000,8.2,Trade,"NTNX Oct 17, 2025 $65.00 Call",4,0,-3280.44,"Aug 15, 2025"
FSLR251017C00175000,33.5,Trade,"FSLR Oct 17, 2025 $175.00 Call",-2,0,6699.76,"Aug 15, 2025"
RIVN251017C00011000,1.89,Trade,"RIVN Oct 17, 2025 $11.00 Call",-36,0,6799.98,"Aug 15, 2025"
BABA250829P00124000,5.38,Trade,"BABA Aug 29, 2025 $124.00 Put",1,0,-538.11,"Aug 15, 2025"
AMZN250919P00235000,8.35,Trade,"AMZN Sep 19, 2025 $235.00 Put",1,0,-835.11,"Aug 15, 2025"
AMZN250919P00235000,8.35,Trade,"AMZN Sep 19, 2025 $235.00 Put",1,0,-835.11,"Aug 15, 2025"
NTNX250919P00075000,8.1,Trade,"NTNX Sep 19, 2025 $75.00 Put",1,0,-810.11,"Aug 15, 2025"
UNH250829P00295000,5.49,Trade,"UNH Aug 29, 2025 $295.00 Put",1,0,-549.11,"Aug 15, 2025"
RIVN251017C00011000,1.88,Trade,"RIVN Oct 17, 2025 $11.00 Call",-36,0,6763.98,"Aug 15, 2025"
SLV250919P00034500,0.94,Trade,"SLV Sep 19, 2025 $34.50 Put",8,0,-752.87,"Aug 15, 2025"
SLV250919P00034500,0.95,Trade,"SLV Sep 19, 2025 $34.50 Put",8,0,-760.87,"Aug 15, 2025"
TSLA250919P00320000,12.01,Trade,"TSLA Sep 19, 2025 $320.00 Put",2,0,-2402.22,"Aug 15, 2025"
TGT250829P00103000,5.05,Trade,"TGT Aug 29, 2025 $103.00 Put",2,0,-1010.22,"Aug 15, 2025"
TSLA250919P00320000,12.05,Trade,"TSLA Sep 19, 2025 $320.00 Put",2,0,-2410.23,"Aug 15, 2025"
TGT250829P00103000,5.05,Trade,"TGT Aug 29, 2025 $103.00 Put",2,0,-1010.22,"Aug 15, 2025"
BABA260116C00110000,19.95,Trade,"BABA Jan 16, 2026 $110.00 Call",2,0,-3990.23,"Aug 15, 2025"
RIVN251017C00011000,1.88,Trade,"RIVN Oct 17, 2025 $11.00 Call",-36,0,6763.94,"Aug 15, 2025"
RIVN251017C00011000,1.89,Trade,"RIVN Oct 17, 2025 $11.00 Call",48,0,-9077.23,"Aug 15, 2025"
UNH260116C00320000,22.61,Trade,"UNH Jan 16, 2026 $320.00 Call",2,0,-4522.23,"Aug 15, 2025"
TSLA260116C00320000,51.95,Trade,"TSLA Jan 16, 2026 $320.00 Call",2,0,-10390.23,"Aug 15, 2025"
BABA260116C00110000,20.05,Trade,"BABA Jan 16, 2026 $110.00 Call",2,0,-4010.23,"Aug 15, 2025"
RIVN251017C00011000,1.88,Trade,"RIVN Oct 17, 2025 $11.00 Call",48,0,-9029.23,"Aug 15, 2025"
NTNX250919P00075000,8.1,Trade,"NTNX Sep 19, 2025 $75.00 Put",1,0,-810.11,"Aug 15, 2025"
SLV250919C00034000,1.24,Trade,"SLV Sep 19, 2025 $34.00 Call",20,0,-2482.18,"Aug 15, 2025"
TSLA260116C00320000,51.95,Trade,"TSLA Jan 16, 2026 $320.00 Call",2,0,-10390.22,"Aug 15, 2025"
UNH250829P00295000,5.52,Trade,"UNH Aug 29, 2025 $295.00 Put",1,0,-552.11,"Aug 15, 2025"
UNH250829P00295000,5.51,Trade,"UNH Aug 29, 2025 $295.00 Put",1,0,-551.11,"Aug 15, 2025"
FSLR251017C00175000,34,Trade,"FSLR Oct 17, 2025 $175.00 Call",-2,0,6799.76,"Aug 15, 2025"
AMZN260116C00220000,24.87,Trade,"AMZN Jan 16, 2026 $220.00 Call",2,0,-4974.23,"Aug 15, 2025"
PDD251017C00110000,10.75,Trade,"PDD Oct 17, 2025 $110.00 Call",3,0,-3225.34,"Aug 14, 2025"
FSLR250815P00187500,7.35,Trade,"FSLR Aug 15, 2025 $187.50 Put",-1,0,734.88,"Aug 14, 2025"
BABA250815P00126000,3.85,Trade,"BABA Aug 15, 2025 $126.00 Put",-1,0,384.88,"Aug 14, 2025"
NVDA250919C00180000,11.12,Trade,"NVDA Sep 19, 2025 $180.00 Call",-5,0,5561.43,"Aug 14, 2025"
NVDA250919C00180000,11.12,Trade,"NVDA Sep 19, 2025 $180.00 Call",-5,0,5557.43,"Aug 14, 2025"
SLV260116C00028000,7.05,Trade,"SLV Jan 16, 2026 $28.00 Call",-3,0,2114.65,"Aug 14, 2025"
META250829P00770000,9.2,Trade,"META Aug 29, 2025 $770.00 Put",-1,0,919.88,"Aug 14, 2025"
IWM250829P00231000,5.42,Trade,"IWM Aug 29, 2025 $231.00 Put",-2,0,1083.76,"Aug 14, 2025"
BABA260116C00120000,15.1,Trade,"BABA Jan 16, 2026 $120.00 Call",-1,0,1509.88,"Aug 14, 2025"
FSLR251017C00175000,20,Trade,"FSLR Oct 17, 2025 $175.00 Call",3,0,-6000.33,"Aug 14, 2025"
FSLR251017C00180000,16.85,Trade,"FSLR Oct 17, 2025 $180.00 Call",-6,0,10109.31,"Aug 14, 2025"
AAPL260116C00195000,43.5,Trade,"AAPL Jan 16, 2026 $195.00 Call",-1,0,4349.88,"Aug 14, 2025"
BABA251017C00115000,12.72,Trade,"BABA Oct 17, 2025 $115.00 Call",-3,0,3814.64,"Aug 14, 2025"
AAPL250829P00225000,2.1,Trade,"AAPL Aug 29, 2025 $225.00 Put",-1,0,209.88,"Aug 14, 2025"
AAPL250829P00225000,2.09,Trade,"AAPL Aug 29, 2025 $225.00 Put",-1,0,208.88,"Aug 14, 2025"
BABA250815P00122000,1.27,Trade,"BABA Aug 15, 2025 $122.00 Put",-12,0,1523.65,"Aug 14, 2025"
TSLA250919P00345000,22.2,Trade,"TSLA Sep 19, 2025 $345.00 Put",-1,0,2219.88,"Aug 14, 2025"
PDD251017C00115000,8.05,Trade,"PDD Oct 17, 2025 $115.00 Call",-2,0,1609.76,"Aug 14, 2025"
NVDA250919C00180000,11.1,Trade,"NVDA Sep 19, 2025 $180.00 Call",-5,0,5549.44,"Aug 14, 2025"
MSFT250919C00525000,12.42,Trade,"MSFT Sep 19, 2025 $525.00 Call",-2,0,2483.76,"Aug 14, 2025"
UNH260116C00250000,39.3,Trade,"UNH Jan 16, 2026 $250.00 Call",-1,0,3929.88,"Aug 14, 2025"
TSLA260116C00340000,47.05,Trade,"TSLA Jan 16, 2026 $340.00 Call",-2,0,9409.76,"Aug 14, 2025"
SLV260116C00030000,5.25,Trade,"SLV Jan 16, 2026 $30.00 Call",-4,0,2099.55,"Aug 14, 2025"
PDD251017C00115000,8.24,Trade,"PDD Oct 17, 2025 $115.00 Call",-2,0,1647.76,"Aug 14, 2025"
TSLA250919P00345000,22.3,Trade,"TSLA Sep 19, 2025 $345.00 Put",-1,0,2229.88,"Aug 14, 2025"
TSLA260116C00340000,47.09,Trade,"TSLA Jan 16, 2026 $340.00 Call",-2,0,9417.76,"Aug 14, 2025"
SLV260116C00028000,7,Trade,"SLV Jan 16, 2026 $28.00 Call",-4,0,2799.55,"Aug 14, 2025"
FSLR250829P00180000,9.4,Trade,"FSLR Aug 29, 2025 $180.00 Put",1,0,-940.11,"Aug 14, 2025"
BABA260116C00120000,14.6,Trade,"BABA Jan 16, 2026 $120.00 Call",-1,0,1459.88,"Aug 14, 2025"
BABA250815P00126000,3.85,Trade,"BABA Aug 15, 2025 $126.00 Put",-1,0,384.88,"Aug 14, 2025"
TSLA260116C00300000,63.77,Trade,"TSLA Jan 16, 2026 $300.00 Call",-3,0,19130.65,"Aug 14, 2025"
PDD250829P00120000,8,Trade,"PDD Aug 29, 2025 $120.00 Put",1,0,-800.11,"Aug 14, 2025"
NVDA250822P00180000,2.64,Trade,"NVDA Aug 22, 2025 $180.00 Put",-2,0,527.76,"Aug 14, 2025"
FSLR251017C00180000,16.65,Trade,"FSLR Oct 17, 2025 $180.00 Call",-6,0,9989.32,"Aug 14, 2025"
FSLR251017C00180000,17.05,Trade,"FSLR Oct 17, 2025 $180.00 Call",5,0,-8525.54,"Aug 14, 2025"
NTNX250919C00065000,6.88,Trade,"NTNX Sep 19, 2025 $65.00 Call",-3,0,2063.65,"Aug 14, 2025"
NTNX250919C00065000,6.88,Trade,"NTNX Sep 19, 2025 $65.00 Call",-3,0,2063.64,"Aug 14, 2025"
NTNX250919C00065000,6.8,Trade,"NTNX Sep 19, 2025 $65.00 Call",-2,0,1359.76,"Aug 14, 2025"
IWM251017C00228000,8.32,Trade,"IWM Oct 17, 2025 $228.00 Call",-3,0,2495.65,"Aug 14, 2025"
IWM251017C00228000,8.34,Trade,"IWM Oct 17, 2025 $228.00 Call",-3,0,2501.64,"Aug 14, 2025"
PDD251017C00115000,8,Trade,"PDD Oct 17, 2025 $115.00 Call",-2,0,1599.76,"Aug 14, 2025"
BABA260116C00120000,14.58,Trade,"BABA Jan 16, 2026 $120.00 Call",-1,0,1457.88,"Aug 14, 2025"
FSLR250919C00185000,9.83,Trade,"FSLR Sep 19, 2025 $185.00 Call",-2,0,1965.76,"Aug 14, 2025"
TSLA250919P00345000,22.24,Trade,"TSLA Sep 19, 2025 $345.00 Put",-1,0,2223.88,"Aug 14, 2025"
TSLA260116C00340000,47,Trade,"TSLA Jan 16, 2026 $340.00 Call",-2,0,9399.76,"Aug 14, 2025"
META250829P00770000,9.2,Trade,"META Aug 29, 2025 $770.00 Put",-1,0,919.88,"Aug 14, 2025"
META260116C00850000,40.42,Trade,"META Jan 16, 2026 $850.00 Call",2,0,-8084.23,"Aug 14, 2025"
FSLR251017C00180000,16.79,Trade,"FSLR Oct 17, 2025 $180.00 Call",5,0,-8395.55,"Aug 14, 2025"
PDD251017C00115000,8.04,Trade,"PDD Oct 17, 2025 $115.00 Call",-2,0,1607.76,"Aug 14, 2025"
PDD251017C00115000,8.03,Trade,"PDD Oct 17, 2025 $115.00 Call",-2,0,1605.76,"Aug 14, 2025"
PDD251017C00110000,10.7,Trade,"PDD Oct 17, 2025 $110.00 Call",3,0,-3210.34,"Aug 14, 2025"
MSFT250919C00525000,12.37,Trade,"MSFT Sep 19, 2025 $525.00 Call",-2,0,2473.76,"Aug 14, 2025"
META250829P00770000,9.2,Trade,"META Aug 29, 2025 $770.00 Put",-1,0,919.88,"Aug 14, 2025"
META260116C00850000,40.35,Trade,"META Jan 16, 2026 $850.00 Call",-2,0,8069.76,"Aug 14, 2025"
FSLR251017C00175000,19.41,Trade,"FSLR Oct 17, 2025 $175.00 Call",3,0,-5823.34,"Aug 14, 2025"
UNH260116C00250000,40.55,Trade,"UNH Jan 16, 2026 $250.00 Call",-1,0,4054.88,"Aug 14, 2025"
AAPL260116C00210000,30.98,Trade,"AAPL Jan 16, 2026 $210.00 Call",-1,0,3097.88,"Aug 14, 2025"
BABA260116C00120000,15.1,Trade,"BABA Jan 16, 2026 $120.00 Call",-1,0,1509.88,"Aug 14, 2025"
META260116C00850000,40.15,Trade,"META Jan 16, 2026 $850.00 Call",-2,0,8029.76,"Aug 14, 2025"
QQQ250829P00580000,6.63,Trade,"QQQ Aug 29, 2025 $580.00 Put",-2,0,1325.76,"Aug 14, 2025"
AAPL260116C00195000,43.5,Trade,"AAPL Jan 16, 2026 $195.00 Call",-1,0,4349.88,"Aug 14, 2025"
FSLR250829P00180000,9.4,Trade,"FSLR Aug 29, 2025 $180.00 Put",1,0,-940.11,"Aug 14, 2025"
UNH260116C00250000,39.35,Trade,"UNH Jan 16, 2026 $250.00 Call",-1,0,3934.88,"Aug 14, 2025"
SLV260116C00028000,7.01,Trade,"SLV Jan 16, 2026 $28.00 Call",-3,0,2103.64,"Aug 14, 2025"
FSLR250829P00180000,9.4,Trade,"FSLR Aug 29, 2025 $180.00 Put",1,0,-940.11,"Aug 14, 2025"
FSLR250919C00185000,9.65,Trade,"FSLR Sep 19, 2025 $185.00 Call",-2,0,1929.76,"Aug 14, 2025"
NVDA250822P00180000,2.67,Trade,"NVDA Aug 22, 2025 $180.00 Put",-2,0,533.76,"Aug 14, 2025"
META260116C00850000,41.25,Trade,"META Jan 16, 2026 $850.00 Call",-1,0,4124.88,"Aug 14, 2025"
FSLR250919C00185000,9.65,Trade,"FSLR Sep 19, 2025 $185.00 Call",-2,0,1929.76,"Aug 14, 2025"
MSFT250919C00525000,12.35,Trade,"MSFT Sep 19, 2025 $525.00 Call",-2,0,2469.76,"Aug 14, 2025"
FSLR251017C00180000,16.86,Trade,"FSLR Oct 17, 2025 $180.00 Call",-3,0,5057.65,"Aug 14, 2025"
QQQ250919P00585000,12.1,Trade,"QQQ Sep 19, 2025 $585.00 Put",-2,0,2419.76,"Aug 14, 2025"
BABA250815P00126000,3.7,Trade,"BABA Aug 15, 2025 $126.00 Put",-1,0,369.88,"Aug 14, 2025"
ZM251017C00065000,9.15,Trade,"ZM Oct 17, 2025 $65.00 Call",2,0,-1830.23,"Aug 14, 2025"
FSLR251017C00180000,16.86,Trade,"FSLR Oct 17, 2025 $180.00 Call",-4,0,6743.55,"Aug 14, 2025"
FSLR251017C00180000,16.9,Trade,"FSLR Oct 17, 2025 $180.00 Call",5,0,-8448.54,"Aug 14, 2025"
FSLR251017C00180000,17.1,Trade,"FSLR Oct 17, 2025 $180.00 Call",5,0,-8550.55,"Aug 14, 2025"
NTNX250919C00065000,6.83,Trade,"NTNX Sep 19, 2025 $65.00 Call",-3,0,2048.65,"Aug 14, 2025"
FSLR250815P00187500,7.3,Trade,"FSLR Aug 15, 2025 $187.50 Put",-1,0,729.88,"Aug 14, 2025"
ZM251017C00065000,9.1,Trade,"ZM Oct 17, 2025 $65.00 Call",2,0,-1820.23,"Aug 14, 2025"
NVDA250822P00180000,2.67,Trade,"NVDA Aug 22, 2025 $180.00 Put",-2,0,533.76,"Aug 14, 2025"
IWM250829P00231000,5.42,Trade,"IWM Aug 29, 2025 $231.00 Put",-2,0,1083.76,"Aug 14, 2025"
ZM251017C00065000,9.08,Trade,"ZM Oct 17, 2025 $65.00 Call",2,0,-1816.23,"Aug 14, 2025"
AAPL260116C00195000,43.5,Trade,"AAPL Jan 16, 2026 $195.00 Call",-1,0,4349.88,"Aug 14, 2025"
AAPL250829P00225000,2.1,Trade,"AAPL Aug 29, 2025 $225.00 Put",-1,0,209.88,"Aug 14, 2025"
FSLR251017C00180000,16.87,Trade,"FSLR Oct 17, 2025 $180.00 Call",-6,0,10121.32,"Aug 14, 2025"
META260116C00850000,40.3,Trade,"META Jan 16, 2026 $850.00 Call",-2,0,8059.76,"Aug 14, 2025"
META260116C00850000,41.17,Trade,"META Jan 16, 2026 $850.00 Call",-1,0,4116.88,"Aug 14, 2025"
FSLR251017C00175000,19.95,Trade,"FSLR Oct 17, 2025 $175.00 Call",3,0,-5985.34,"Aug 14, 2025"
QQQ250919P00585000,12.1,Trade,"QQQ Sep 19, 2025 $585.00 Put",-2,0,2419.76,"Aug 14, 2025"
FSLR250815P00187500,7.45,Trade,"FSLR Aug 15, 2025 $187.50 Put",-1,0,744.88,"Aug 14, 2025"
PDD250829P00120000,8.05,Trade,"PDD Aug 29, 2025 $120.00 Put",1,0,-805.11,"Aug 14, 2025"
MSFT250829P00510000,3.05,Trade,"MSFT Aug 29, 2025 $510.00 Put",-1,0,304.88,"Aug 14, 2025"
BABA260116C00120000,14.95,Trade,"BABA Jan 16, 2026 $120.00 Call",-1,0,1494.88,"Aug 14, 2025"
PDD251017C00115000,8.05,Trade,"PDD Oct 17, 2025 $115.00 Call",-2,0,1609.76,"Aug 14, 2025"
PDD251017C00110000,10.75,Trade,"PDD Oct 17, 2025 $110.00 Call",3,0,-3225.34,"Aug 14, 2025"
PDD250829P00120000,8.05,Trade,"PDD Aug 29, 2025 $120.00 Put",1,0,-805.11,"Aug 14, 2025"
BABA260116C00120000,14.6,Trade,"BABA Jan 16, 2026 $120.00 Call",-1,0,1459.88,"Aug 14, 2025"
FSLR251017C00180000,17.25,Trade,"FSLR Oct 17, 2025 $180.00 Call",5,0,-8625.55,"Aug 14, 2025"
"GOOG260116C00180000","32.70","Trade","GOOG Jan 16, 2026 $180.00 Call",-1,"0.00","3269.88","Aug 13, 2025"
"QQQ250829P00580000","6.53","Trade","QQQ Aug 29, 2025 $580.00 Put",-2,"0.00","1305.76","Aug 13, 2025"
"NFLX250829P01135000","3.48","Trade","NFLX Aug 29, 2025 $1,135.00 Put",-1,"0.00","347.88","Aug 13, 2025"
"NFLX250829P01135000","3.47","Trade","NFLX Aug 29, 2025 $1,135.00 Put",-1,"0.00","346.88","Aug 13, 2025"
"GOOG260116C00180000","32.65","Trade","GOOG Jan 16, 2026 $180.00 Call",-1,"0.00","3264.88","Aug 13, 2025"
"NVDA250822P00180000","3.74","Trade","NVDA Aug 22, 2025 $180.00 Put",2,"0.00","-748.22","Aug 13, 2025"
"META250829P00770000","10.85","Trade","META Aug 29, 2025 $770.00 Put",1,"0.00","-1085.11","Aug 13, 2025"
"META250829P00735000","3.21","Trade","META Aug 29, 2025 $735.00 Put",-2,"0.00","641.76","Aug 13, 2025"
"META250829P00735000","3.21","Trade","META Aug 29, 2025 $735.00 Put",-2,"0.00","641.76","Aug 13, 2025"
"QQQ250818P00577000","1.86","Trade","QQQ Aug 18, 2025 $577.00 Put",-3,"0.00","557.65","Aug 13, 2025"
"NVDA250822P00180000","3.74","Trade","NVDA Aug 22, 2025 $180.00 Put",2,"0.00","-748.22","Aug 13, 2025"
"QQQ250829P00580000","6.45","Trade","QQQ Aug 29, 2025 $580.00 Put",2,"0.00","-1290.23","Aug 13, 2025"
"NVDA250919C00180000","10.89","Trade","NVDA Sep 19, 2025 $180.00 Call",-2,"0.00","2177.76","Aug 13, 2025"
"NVDA250919C00180000","10.05","Trade","NVDA Sep 19, 2025 $180.00 Call",5,"0.00","-5025.55","Aug 13, 2025"
"META260116C00850000","40.89","Trade","META Jan 16, 2026 $850.00 Call",1,"0.00","-4089.11","Aug 13, 2025"
"META250919C00800000","22.35","Trade","META Sep 19, 2025 $800.00 Call",-1,"0.00","2234.88","Aug 13, 2025"
"IWM251017C00228000","10.34","Trade","IWM Oct 17, 2025 $228.00 Call",3,"0.00","-3102.34","Aug 13, 2025"
"META250829P00770000","10.85","Trade","META Aug 29, 2025 $770.00 Put",1,"0.00","-1085.11","Aug 13, 2025"
"NVDA250919C00180000","10.00","Trade","NVDA Sep 19, 2025 $180.00 Call",5,"0.00","-5000.54","Aug 13, 2025"
"META250829P00735000","3.15","Trade","META Aug 29, 2025 $735.00 Put",-2,"0.00","629.76","Aug 13, 2025"
"GOOG250829P00195000","2.32","Trade","GOOG Aug 29, 2025 $195.00 Put",-1,"0.00","231.88","Aug 13, 2025"
"NFLX260116C01360000","52.45","Trade","NFLX Jan 16, 2026 $1,360.00 Call",-1,"0.00","5244.88","Aug 13, 2025"
"IWM250829P00231000","3.71","Trade","IWM Aug 29, 2025 $231.00 Put",2,"0.00","-742.22","Aug 13, 2025"
"NFLX260116C01360000","52.05","Trade","NFLX Jan 16, 2026 $1,360.00 Call",-1,"0.00","5204.88","Aug 13, 2025"
"GOOG250829P00195000","2.32","Trade","GOOG Aug 29, 2025 $195.00 Put",-1,"0.00","231.88","Aug 13, 2025"
"IWM251017C00228000","10.34","Trade","IWM Oct 17, 2025 $228.00 Call",3,"0.00","-3102.34","Aug 13, 2025"
"META250919C00800000","22.35","Trade","META Sep 19, 2025 $800.00 Call",-1,"0.00","2234.88","Aug 13, 2025"
"NFLX260116C01360000","52.40","Trade","NFLX Jan 16, 2026 $1,360.00 Call",-1,"0.00","5239.88","Aug 13, 2025"
"PDD251017C00115000","9.35","Trade","PDD Oct 17, 2025 $115.00 Call",2,"0.00","-1870.23","Aug 13, 2025"
"NVDA250919C00180000","10.87","Trade","NVDA Sep 19, 2025 $180.00 Call",-2,"0.00","2173.76","Aug 13, 2025"
"BABA260116C00120000","15.80","Trade","BABA Jan 16, 2026 $120.00 Call",-2,"0.00","3159.76","Aug 13, 2025"
"MSFT250815P00527500","6.25","Trade","MSFT Aug 15, 2025 $527.50 Put",-1,"0.00","624.88","Aug 13, 2025"
"MSFT250815P00527500","6.25","Trade","MSFT Aug 15, 2025 $527.50 Put",-1,"0.00","624.88","Aug 13, 2025"
"BABA250815P00122000","0.44","Trade","BABA Aug 15, 2025 $122.00 Put",-2,"0.00","87.76","Aug 13, 2025"
"NVDA250919C00180000","10.85","Trade","NVDA Sep 19, 2025 $180.00 Call",-2,"0.00","2169.76","Aug 13, 2025"
"TSLA250919C00355000","16.55","Trade","TSLA Sep 19, 2025 $355.00 Call",-1,"0.00","1654.88","Aug 13, 2025"
"BABA260116C00120000","16.50","Trade","BABA Jan 16, 2026 $120.00 Call",-2,"0.00","3299.76","Aug 13, 2025"
"META260116C00850000","40.84","Trade","META Jan 16, 2026 $850.00 Call",1,"0.00","-4084.11","Aug 13, 2025"
"BABA250815P00126000","1.99","Trade","BABA Aug 15, 2025 $126.00 Put",1,"0.00","-199.11","Aug 13, 2025"
"QQQ250919P00585000","12.20","Trade","QQQ Sep 19, 2025 $585.00 Put",2,"0.00","-2440.22","Aug 13, 2025"
"PDD251017C00115000","9.40","Trade","PDD Oct 17, 2025 $115.00 Call",2,"0.00","-1880.22","Aug 13, 2025"
"IWM250829P00231000","3.70","Trade","IWM Aug 29, 2025 $231.00 Put",2,"0.00","-740.23","Aug 13, 2025"
"BABA250815P00126000","1.94","Trade","BABA Aug 15, 2025 $126.00 Put",1,"0.00","-194.11","Aug 13, 2025"
"BABA250815P00126000","2.05","Trade","BABA Aug 15, 2025 $126.00 Put",1,"0.00","-205.11","Aug 13, 2025"
"NVDA250919C00180000","9.99","Trade","NVDA Sep 19, 2025 $180.00 Call",5,"0.00","-4995.55","Aug 13, 2025"
"TSLA250919C00355000","16.73","Trade","TSLA Sep 19, 2025 $355.00 Call",-1,"0.00","1672.88","Aug 13, 2025"
"TSLA250919C00355000","16.74","Trade","TSLA Sep 19, 2025 $355.00 Call",-1,"0.00","1673.88","Aug 13, 2025"
"GOOG250829P00195000","2.31","Trade","GOOG Aug 29, 2025 $195.00 Put",-1,"0.00","230.88","Aug 13, 2025"
"PDD251017C00115000","9.33","Trade","PDD Oct 17, 2025 $115.00 Call",2,"0.00","-1866.23","Aug 13, 2025"
"MSFT250815P00527500","6.25","Trade","MSFT Aug 15, 2025 $527.50 Put",-1,"0.00","624.88","Aug 13, 2025"
"BABA250815P00122000","0.44","Trade","BABA Aug 15, 2025 $122.00 Put",-2,"0.00","87.76","Aug 13, 2025"
"META260116C00850000","40.85","Trade","META Jan 16, 2026 $850.00 Call",1,"0.00","-4085.11","Aug 13, 2025"
"QQQ250919P00585000","12.20","Trade","QQQ Sep 19, 2025 $585.00 Put",2,"0.00","-2440.22","Aug 13, 2025"
"BABA250815P00122000","0.44","Trade","BABA Aug 15, 2025 $122.00 Put",-2,"0.00","87.76","Aug 13, 2025"
"META250829P00770000","10.74","Trade","META Aug 29, 2025 $770.00 Put",1,"0.00","-1074.11","Aug 13, 2025"
"BABA260116C00120000","17.14","Trade","BABA Jan 16, 2026 $120.00 Call",-2,"0.00","3427.76","Aug 13, 2025"
"QQQ250818P00577000","1.90","Trade","QQQ Aug 18, 2025 $577.00 Put",-3,"0.00","569.65","Aug 13, 2025"
"NFLX250829P01135000","3.45","Trade","NFLX Aug 29, 2025 $1,135.00 Put",-1,"0.00","344.88","Aug 13, 2025"
"QQQ250829P00580000","6.73","Trade","QQQ Aug 29, 2025 $580.00 Put",2,"0.00","-1346.22","Aug 13, 2025"
"NVDA250822P00180000","3.75","Trade","NVDA Aug 22, 2025 $180.00 Put",2,"0.00","-749.22","Aug 13, 2025"
"GOOG260116C00180000","32.73","Trade","GOOG Jan 16, 2026 $180.00 Call",-1,"0.00","3272.88","Aug 13, 2025"
"QQQ250818P00577000","1.86","Trade","QQQ Aug 18, 2025 $577.00 Put",-3,"0.00","557.65","Aug 13, 2025"
"MSFT250829P00512500","2.73","Trade","MSFT Aug 29, 2025 $512.50 Put",-1,"0.00","272.88","Aug 12, 2025"
"TSLA250829P00340000","15.95","Trade","TSLA Aug 29, 2025 $340.00 Put",-2,"0.00","3189.76","Aug 12, 2025"
"MSFT251017C00520000","24.70","Trade","MSFT Oct 17, 2025 $520.00 Call",-1,"0.00","2469.88","Aug 12, 2025"
"FSLR250815P00187500","3.90","Trade","FSLR Aug 15, 2025 $187.50 Put",1,"0.00","-390.11","Aug 12, 2025"
"MSFT251017C00520000","24.70","Trade","MSFT Oct 17, 2025 $520.00 Call",-1,"0.00","2469.88","Aug 12, 2025"
"QQQ250919P00575000","10.00","Trade","QQQ Sep 19, 2025 $575.00 Put",-1,"0.00","999.88","Aug 12, 2025"
"QQQ250919P00575000","9.82","Trade","QQQ Sep 19, 2025 $575.00 Put",-1,"0.00","981.88","Aug 12, 2025"
"TSLA250829P00340000","15.95","Trade","TSLA Aug 29, 2025 $340.00 Put",-2,"0.00","3189.76","Aug 12, 2025"
"QQQ250919P00575000","9.99","Trade","QQQ Sep 19, 2025 $575.00 Put",-1,"0.00","998.88","Aug 12, 2025"
"BABA250815P00122000","2.10","Trade","BABA Aug 15, 2025 $122.00 Put",2,"0.00","-420.23","Aug 12, 2025"
